gene,virus_1,virus_2,n identities,count gaps as mismatches,n sites,percent_identity,virus_1_accession,virus_2_accession
ORF8,PrC31,CoVZXC21,324,no,353,91.785,MW703458,MG772934
ORF8,CoVZXC21,RpYN06,326,no,353,92.351,MG772934,MZ081381
ORF8,RpYN06,CoVZXC21,326,no,353,92.351,MZ081381,MG772934
ORF8,CoVZXC21,RmYN05,200,no,342,58.48,MG772934,MZ081376.1
ORF8,RmYN05,CoVZXC21,200,no,342,58.48,MZ081376.1,MG772934
ORF8,CoVZXC21,RmYN08,200,no,342,58.48,MG772934,MZ081378
ORF8,RmYN08,CoVZXC21,200,no,342,58.48,MZ081378,MG772934
ORF8,CoVZXC21,RsYN04,200,no,342,58.48,MG772934,MZ081380.1
ORF8,RsYN04,CoVZXC21,200,no,342,58.48,MZ081380.1,MG772934
ORF8,CoVZXC21,GX_PangolinP4L,295,no,352,83.807,MG772934,MT040333
ORF8,GX_PangolinP4L,CoVZXC21,295,no,352,83.807,MT040333,MG772934
ORF8,CoVZXC21,BANAL-20-52,319,no,353,90.368,MG772934,MZ937000.1
ORF8,BANAL-20-52,CoVZXC21,319,no,353,90.368,MZ937000.1,MG772934
ORF8,CoVZXC21,BANAL-20-236,321,no,353,90.935,MG772934,MZ937003.2
ORF8,BANAL-20-236,CoVZXC21,321,no,353,90.935,MZ937003.2,MG772934
ORF8,CoVZXC21,BANAL-20-247,284,no,344,82.558,MG772934,MZ937004.1
ORF8,BANAL-20-247,CoVZXC21,284,no,344,82.558,MZ937004.1,MG772934
ORF8,CoVZXC21,BANAL-20-116,284,no,344,82.558,MG772934,MZ937002.1
ORF8,BANAL-20-116,CoVZXC21,284,no,344,82.558,MZ937002.1,MG772934
ORF8,CoVZXC21,BANAL-20-103,315,no,353,89.235,MG772934,MZ937001.1
ORF8,BANAL-20-103,CoVZXC21,315,no,353,89.235,MZ937001.1,MG772934
ORF8,CoVZXC21,RaTG15,203,no,342,59.357,MG772934,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
ORF8,RaTG15,CoVZXC21,203,no,342,59.357,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MG772934
ORF8,CoVZXC21,RmYN02,286,no,344,83.14,MG772934,data/GISAID/EPI_ISL_412977.fasta
ORF8,RmYN02,CoVZXC21,286,no,344,83.14,data/GISAID/EPI_ISL_412977.fasta,MG772934
ORF8,CoVZXC21,RShSTT182,325,no,353,92.068,MG772934,data/GISAID/EPI_ISL_852604.fasta
ORF8,RShSTT182,CoVZXC21,325,no,353,92.068,data/GISAID/EPI_ISL_852604.fasta,MG772934
ORF8,CoVZXC21,RShSTT200,325,no,353,92.068,MG772934,data/GISAID/EPI_ISL_852605.fasta
ORF8,RShSTT200,CoVZXC21,325,no,353,92.068,data/GISAID/EPI_ISL_852605.fasta,MG772934
ORF8,CoVZXC21,GD_Pangolin,311,no,353,88.102,MG772934,data/GISAID/EPI_ISL_410721.fasta
ORF8,GD_Pangolin,CoVZXC21,311,no,353,88.102,data/GISAID/EPI_ISL_410721.fasta,MG772934
ORF8,Rc-0319,Rc-0319,350,no,350,100,LC556375.1,LC556375.1
ORF8,Rc-0319,PrC31,248,no,344,72.093,LC556375.1,MW703458
ORF8,PrC31,Rc-0319,248,no,344,72.093,MW703458,LC556375.1
ORF8,Rc-0319,RpYN06,246,no,344,71.512,LC556375.1,MZ081381
ORF8,RpYN06,Rc-0319,246,no,344,71.512,MZ081381,LC556375.1
ORF8,Rc-0319,RmYN05,186,no,336,55.357,LC556375.1,MZ081376.1
ORF8,RmYN05,Rc-0319,186,no,336,55.357,MZ081376.1,LC556375.1
ORF8,Rc-0319,RmYN08,186,no,336,55.357,LC556375.1,MZ081378
ORF8,RmYN08,Rc-0319,186,no,336,55.357,MZ081378,LC556375.1
ORF8,Rc-0319,RsYN04,186,no,336,55.357,LC556375.1,MZ081380.1
ORF8,RsYN04,Rc-0319,186,no,336,55.357,MZ081380.1,LC556375.1
ORF8,Rc-0319,GX_PangolinP4L,232,no,343,67.638,LC556375.1,MT040333
ORF8,GX_PangolinP4L,Rc-0319,232,no,343,67.638,MT040333,LC556375.1
ORF8,Rc-0319,BANAL-20-52,243,no,344,70.64,LC556375.1,MZ937000.1
ORF8,BANAL-20-52,Rc-0319,243,no,344,70.64,MZ937000.1,LC556375.1
ORF8,Rc-0319,BANAL-20-236,247,no,344,71.802,LC556375.1,MZ937003.2
ORF8,BANAL-20-236,Rc-0319,247,no,344,71.802,MZ937003.2,LC556375.1
ORF8,Rc-0319,BANAL-20-247,259,no,340,76.176,LC556375.1,MZ937004.1
ORF8,BANAL-20-247,Rc-0319,259,no,340,76.176,MZ937004.1,LC556375.1
ORF8,Rc-0319,BANAL-20-116,259,no,340,76.176,LC556375.1,MZ937002.1
ORF8,BANAL-20-116,Rc-0319,259,no,340,76.176,MZ937002.1,LC556375.1
ORF8,Rc-0319,BANAL-20-103,251,no,344,72.965,LC556375.1,MZ937001.1
ORF8,BANAL-20-103,Rc-0319,251,no,344,72.965,MZ937001.1,LC556375.1
ORF8,Rc-0319,RaTG15,188,no,336,55.952,LC556375.1,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
ORF8,RaTG15,Rc-0319,188,no,336,55.952,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,LC556375.1
ORF8,Rc-0319,RmYN02,261,no,340,76.765,LC556375.1,data/GISAID/EPI_ISL_412977.fasta
ORF8,RmYN02,Rc-0319,261,no,340,76.765,data/GISAID/EPI_ISL_412977.fasta,LC556375.1
ORF8,Rc-0319,RShSTT182,246,no,344,71.512,LC556375.1,data/GISAID/EPI_ISL_852604.fasta
ORF8,RShSTT182,Rc-0319,246,no,344,71.512,data/GISAID/EPI_ISL_852604.fasta,LC556375.1
ORF8,Rc-0319,RShSTT200,246,no,344,71.512,LC556375.1,data/GISAID/EPI_ISL_852605.fasta
ORF8,RShSTT200,Rc-0319,246,no,344,71.512,data/GISAID/EPI_ISL_852605.fasta,LC556375.1
ORF8,Rc-0319,GD_Pangolin,244,no,344,70.93,LC556375.1,data/GISAID/EPI_ISL_410721.fasta
ORF8,GD_Pangolin,Rc-0319,244,no,344,70.93,data/GISAID/EPI_ISL_410721.fasta,LC556375.1
ORF8,PrC31,PrC31,353,no,353,100,MW703458,MW703458
ORF8,PrC31,RpYN06,343,no,353,97.167,MW703458,MZ081381
ORF8,RpYN06,PrC31,343,no,353,97.167,MZ081381,MW703458
ORF8,PrC31,RmYN05,198,no,342,57.895,MW703458,MZ081376.1
ORF8,RmYN05,PrC31,198,no,342,57.895,MZ081376.1,MW703458
ORF8,PrC31,RmYN08,198,no,342,57.895,MW703458,MZ081378
ORF8,RmYN08,PrC31,198,no,342,57.895,MZ081378,MW703458
ORF8,PrC31,RsYN04,198,no,342,57.895,MW703458,MZ081380.1
ORF8,RsYN04,PrC31,198,no,342,57.895,MZ081380.1,MW703458
ORF8,PrC31,GX_PangolinP4L,306,no,352,86.932,MW703458,MT040333
ORF8,GX_PangolinP4L,PrC31,306,no,352,86.932,MT040333,MW703458
ORF8,PrC31,BANAL-20-52,340,no,353,96.317,MW703458,MZ937000.1
ORF8,BANAL-20-52,PrC31,340,no,353,96.317,MZ937000.1,MW703458
ORF8,PrC31,BANAL-20-236,346,no,353,98.017,MW703458,MZ937003.2
ORF8,BANAL-20-236,PrC31,346,no,353,98.017,MZ937003.2,MW703458
ORF8,PrC31,BANAL-20-247,305,no,344,88.663,MW703458,MZ937004.1
ORF8,BANAL-20-247,PrC31,305,no,344,88.663,MZ937004.1,MW703458
ORF8,PrC31,BANAL-20-116,305,no,344,88.663,MW703458,MZ937002.1
ORF8,BANAL-20-116,PrC31,305,no,344,88.663,MZ937002.1,MW703458
ORF8,PrC31,BANAL-20-103,339,no,353,96.034,MW703458,MZ937001.1
ORF8,BANAL-20-103,PrC31,339,no,353,96.034,MZ937001.1,MW703458
ORF8,PrC31,RaTG15,196,no,342,57.31,MW703458,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
ORF8,RaTG15,PrC31,196,no,342,57.31,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MW703458
ORF8,PrC31,RmYN02,303,no,344,88.081,MW703458,data/GISAID/EPI_ISL_412977.fasta
ORF8,RmYN02,PrC31,303,no,344,88.081,data/GISAID/EPI_ISL_412977.fasta,MW703458
ORF8,PrC31,RShSTT182,347,no,353,98.3,MW703458,data/GISAID/EPI_ISL_852604.fasta
ORF8,RShSTT182,PrC31,347,no,353,98.3,data/GISAID/EPI_ISL_852604.fasta,MW703458
ORF8,PrC31,RShSTT200,347,no,353,98.3,MW703458,data/GISAID/EPI_ISL_852605.fasta
ORF8,RShSTT200,PrC31,347,no,353,98.3,data/GISAID/EPI_ISL_852605.fasta,MW703458
ORF8,PrC31,GD_Pangolin,328,no,353,92.918,MW703458,data/GISAID/EPI_ISL_410721.fasta
ORF8,GD_Pangolin,PrC31,328,no,353,92.918,data/GISAID/EPI_ISL_410721.fasta,MW703458
ORF8,RpYN06,RpYN06,353,no,353,100,MZ081381,MZ081381
ORF8,RpYN06,RmYN05,198,no,342,57.895,MZ081381,MZ081376.1
ORF8,RmYN05,RpYN06,198,no,342,57.895,MZ081376.1,MZ081381
ORF8,RpYN06,RmYN08,198,no,342,57.895,MZ081381,MZ081378
ORF8,RmYN08,RpYN06,198,no,342,57.895,MZ081378,MZ081381
ORF8,RpYN06,RsYN04,198,no,342,57.895,MZ081381,MZ081380.1
ORF8,RsYN04,RpYN06,198,no,342,57.895,MZ081380.1,MZ081381
ORF8,RpYN06,GX_PangolinP4L,301,no,352,85.511,MZ081381,MT040333
ORF8,GX_PangolinP4L,RpYN06,301,no,352,85.511,MT040333,MZ081381
ORF8,RpYN06,BANAL-20-52,336,no,353,95.184,MZ081381,MZ937000.1
ORF8,BANAL-20-52,RpYN06,336,no,353,95.184,MZ937000.1,MZ081381
ORF8,RpYN06,BANAL-20-236,344,no,353,97.45,MZ081381,MZ937003.2
ORF8,BANAL-20-236,RpYN06,344,no,353,97.45,MZ937003.2,MZ081381
ORF8,RpYN06,BANAL-20-247,302,no,344,87.791,MZ081381,MZ937004.1
ORF8,BANAL-20-247,RpYN06,302,no,344,87.791,MZ937004.1,MZ081381
ORF8,RpYN06,BANAL-20-116,302,no,344,87.791,MZ081381,MZ937002.1
ORF8,BANAL-20-116,RpYN06,302,no,344,87.791,MZ937002.1,MZ081381
ORF8,RpYN06,BANAL-20-103,338,no,353,95.751,MZ081381,MZ937001.1
ORF8,BANAL-20-103,RpYN06,338,no,353,95.751,MZ937001.1,MZ081381
ORF8,RpYN06,RaTG15,198,no,342,57.895,MZ081381,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
ORF8,RaTG15,RpYN06,198,no,342,57.895,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MZ081381
ORF8,RpYN06,RmYN02,300,no,344,87.209,MZ081381,data/GISAID/EPI_ISL_412977.fasta
ORF8,RmYN02,RpYN06,300,no,344,87.209,data/GISAID/EPI_ISL_412977.fasta,MZ081381
ORF8,RpYN06,RShSTT182,343,no,353,97.167,MZ081381,data/GISAID/EPI_ISL_852604.fasta
ORF8,RShSTT182,RpYN06,343,no,353,97.167,data/GISAID/EPI_ISL_852604.fasta,MZ081381
ORF8,RpYN06,RShSTT200,343,no,353,97.167,MZ081381,data/GISAID/EPI_ISL_852605.fasta
ORF8,RShSTT200,RpYN06,343,no,353,97.167,data/GISAID/EPI_ISL_852605.fasta,MZ081381
ORF8,RpYN06,GD_Pangolin,323,no,353,91.501,MZ081381,data/GISAID/EPI_ISL_410721.fasta
ORF8,GD_Pangolin,RpYN06,323,no,353,91.501,data/GISAID/EPI_ISL_410721.fasta,MZ081381
ORF8,RmYN05,RmYN05,348,no,348,100,MZ081376.1,MZ081376.1
ORF8,RmYN05,RmYN08,348,no,348,100,MZ081376.1,MZ081378
ORF8,RmYN08,RmYN05,348,no,348,100,MZ081378,MZ081376.1
ORF8,RmYN05,RsYN04,348,no,348,100,MZ081376.1,MZ081380.1
ORF8,RsYN04,RmYN05,348,no,348,100,MZ081380.1,MZ081376.1
ORF8,RmYN05,GX_PangolinP4L,189,no,341,55.425,MZ081376.1,MT040333
ORF8,GX_PangolinP4L,RmYN05,189,no,341,55.425,MT040333,MZ081376.1
ORF8,RmYN05,BANAL-20-52,202,no,342,59.064,MZ081376.1,MZ937000.1
ORF8,BANAL-20-52,RmYN05,202,no,342,59.064,MZ937000.1,MZ081376.1
ORF8,RmYN05,BANAL-20-236,198,no,342,57.895,MZ081376.1,MZ937003.2
ORF8,BANAL-20-236,RmYN05,198,no,342,57.895,MZ937003.2,MZ081376.1
ORF8,RmYN05,BANAL-20-247,193,no,333,57.958,MZ081376.1,MZ937004.1
ORF8,BANAL-20-247,RmYN05,193,no,333,57.958,MZ937004.1,MZ081376.1
ORF8,RmYN05,BANAL-20-116,193,no,333,57.958,MZ081376.1,MZ937002.1
ORF8,BANAL-20-116,RmYN05,193,no,333,57.958,MZ937002.1,MZ081376.1
ORF8,RmYN05,BANAL-20-103,202,no,342,59.064,MZ081376.1,MZ937001.1
ORF8,BANAL-20-103,RmYN05,202,no,342,59.064,MZ937001.1,MZ081376.1
ORF8,RmYN05,RaTG15,341,no,348,97.989,MZ081376.1,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
ORF8,RaTG15,RmYN05,341,no,348,97.989,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MZ081376.1
ORF8,RmYN05,RmYN02,188,no,333,56.456,MZ081376.1,data/GISAID/EPI_ISL_412977.fasta
ORF8,RmYN02,RmYN05,188,no,333,56.456,data/GISAID/EPI_ISL_412977.fasta,MZ081376.1
ORF8,RmYN05,RShSTT182,201,no,342,58.772,MZ081376.1,data/GISAID/EPI_ISL_852604.fasta
ORF8,RShSTT182,RmYN05,201,no,342,58.772,data/GISAID/EPI_ISL_852604.fasta,MZ081376.1
ORF8,RmYN05,RShSTT200,201,no,342,58.772,MZ081376.1,data/GISAID/EPI_ISL_852605.fasta
ORF8,RShSTT200,RmYN05,201,no,342,58.772,data/GISAID/EPI_ISL_852605.fasta,MZ081376.1
ORF8,RmYN05,GD_Pangolin,191,no,342,55.848,MZ081376.1,data/GISAID/EPI_ISL_410721.fasta
ORF8,GD_Pangolin,RmYN05,191,no,342,55.848,data/GISAID/EPI_ISL_410721.fasta,MZ081376.1
ORF8,RmYN08,RmYN08,348,no,348,100,MZ081378,MZ081378
ORF8,RmYN08,RsYN04,348,no,348,100,MZ081378,MZ081380.1
ORF8,RsYN04,RmYN08,348,no,348,100,MZ081380.1,MZ081378
ORF8,RmYN08,GX_PangolinP4L,189,no,341,55.425,MZ081378,MT040333
ORF8,GX_PangolinP4L,RmYN08,189,no,341,55.425,MT040333,MZ081378
ORF8,RmYN08,BANAL-20-52,202,no,342,59.064,MZ081378,MZ937000.1
ORF8,BANAL-20-52,RmYN08,202,no,342,59.064,MZ937000.1,MZ081378
ORF8,RmYN08,BANAL-20-236,198,no,342,57.895,MZ081378,MZ937003.2
ORF8,BANAL-20-236,RmYN08,198,no,342,57.895,MZ937003.2,MZ081378
ORF8,RmYN08,BANAL-20-247,193,no,333,57.958,MZ081378,MZ937004.1
ORF8,BANAL-20-247,RmYN08,193,no,333,57.958,MZ937004.1,MZ081378
ORF8,RmYN08,BANAL-20-116,193,no,333,57.958,MZ081378,MZ937002.1
ORF8,BANAL-20-116,RmYN08,193,no,333,57.958,MZ937002.1,MZ081378
ORF8,RmYN08,BANAL-20-103,202,no,342,59.064,MZ081378,MZ937001.1
ORF8,BANAL-20-103,RmYN08,202,no,342,59.064,MZ937001.1,MZ081378
ORF8,RmYN08,RaTG15,341,no,348,97.989,MZ081378,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
ORF8,RaTG15,RmYN08,341,no,348,97.989,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MZ081378
ORF8,RmYN08,RmYN02,188,no,333,56.456,MZ081378,data/GISAID/EPI_ISL_412977.fasta
ORF8,RmYN02,RmYN08,188,no,333,56.456,data/GISAID/EPI_ISL_412977.fasta,MZ081378
ORF8,RmYN08,RShSTT182,201,no,342,58.772,MZ081378,data/GISAID/EPI_ISL_852604.fasta
ORF8,RShSTT182,RmYN08,201,no,342,58.772,data/GISAID/EPI_ISL_852604.fasta,MZ081378
ORF8,RmYN08,RShSTT200,201,no,342,58.772,MZ081378,data/GISAID/EPI_ISL_852605.fasta
ORF8,RShSTT200,RmYN08,201,no,342,58.772,data/GISAID/EPI_ISL_852605.fasta,MZ081378
ORF8,RmYN08,GD_Pangolin,191,no,342,55.848,MZ081378,data/GISAID/EPI_ISL_410721.fasta
ORF8,GD_Pangolin,RmYN08,191,no,342,55.848,data/GISAID/EPI_ISL_410721.fasta,MZ081378
ORF8,RsYN04,RsYN04,348,no,348,100,MZ081380.1,MZ081380.1
ORF8,RsYN04,GX_PangolinP4L,189,no,341,55.425,MZ081380.1,MT040333
ORF8,GX_PangolinP4L,RsYN04,189,no,341,55.425,MT040333,MZ081380.1
ORF8,RsYN04,BANAL-20-52,202,no,342,59.064,MZ081380.1,MZ937000.1
ORF8,BANAL-20-52,RsYN04,202,no,342,59.064,MZ937000.1,MZ081380.1
ORF8,RsYN04,BANAL-20-236,198,no,342,57.895,MZ081380.1,MZ937003.2
ORF8,BANAL-20-236,RsYN04,198,no,342,57.895,MZ937003.2,MZ081380.1
ORF8,RsYN04,BANAL-20-247,193,no,333,57.958,MZ081380.1,MZ937004.1
ORF8,BANAL-20-247,RsYN04,193,no,333,57.958,MZ937004.1,MZ081380.1
ORF8,RsYN04,BANAL-20-116,193,no,333,57.958,MZ081380.1,MZ937002.1
ORF8,BANAL-20-116,RsYN04,193,no,333,57.958,MZ937002.1,MZ081380.1
ORF8,RsYN04,BANAL-20-103,202,no,342,59.064,MZ081380.1,MZ937001.1
ORF8,BANAL-20-103,RsYN04,202,no,342,59.064,MZ937001.1,MZ081380.1
ORF8,RsYN04,RaTG15,341,no,348,97.989,MZ081380.1,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
ORF8,RaTG15,RsYN04,341,no,348,97.989,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MZ081380.1
ORF8,RsYN04,RmYN02,188,no,333,56.456,MZ081380.1,data/GISAID/EPI_ISL_412977.fasta
ORF8,RmYN02,RsYN04,188,no,333,56.456,data/GISAID/EPI_ISL_412977.fasta,MZ081380.1
ORF8,RsYN04,RShSTT182,201,no,342,58.772,MZ081380.1,data/GISAID/EPI_ISL_852604.fasta
ORF8,RShSTT182,RsYN04,201,no,342,58.772,data/GISAID/EPI_ISL_852604.fasta,MZ081380.1
ORF8,RsYN04,RShSTT200,201,no,342,58.772,MZ081380.1,data/GISAID/EPI_ISL_852605.fasta
ORF8,RShSTT200,RsYN04,201,no,342,58.772,data/GISAID/EPI_ISL_852605.fasta,MZ081380.1
ORF8,RsYN04,GD_Pangolin,191,no,342,55.848,MZ081380.1,data/GISAID/EPI_ISL_410721.fasta
ORF8,GD_Pangolin,RsYN04,191,no,342,55.848,data/GISAID/EPI_ISL_410721.fasta,MZ081380.1
ORF8,GX_PangolinP4L,GX_PangolinP4L,352,no,352,100,MT040333,MT040333
ORF8,GX_PangolinP4L,BANAL-20-52,300,no,352,85.227,MT040333,MZ937000.1
ORF8,BANAL-20-52,GX_PangolinP4L,300,no,352,85.227,MZ937000.1,MT040333
ORF8,GX_PangolinP4L,BANAL-20-236,303,no,352,86.08,MT040333,MZ937003.2
ORF8,BANAL-20-236,GX_PangolinP4L,303,no,352,86.08,MZ937003.2,MT040333
ORF8,GX_PangolinP4L,BANAL-20-247,275,no,343,80.175,MT040333,MZ937004.1
ORF8,BANAL-20-247,GX_PangolinP4L,275,no,343,80.175,MZ937004.1,MT040333
ORF8,GX_PangolinP4L,BANAL-20-116,275,no,343,80.175,MT040333,MZ937002.1
ORF8,BANAL-20-116,GX_PangolinP4L,275,no,343,80.175,MZ937002.1,MT040333
ORF8,GX_PangolinP4L,BANAL-20-103,302,no,352,85.795,MT040333,MZ937001.1
ORF8,BANAL-20-103,GX_PangolinP4L,302,no,352,85.795,MZ937001.1,MT040333
ORF8,GX_PangolinP4L,RaTG15,188,no,341,55.132,MT040333,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
ORF8,RaTG15,GX_PangolinP4L,188,no,341,55.132,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MT040333
ORF8,GX_PangolinP4L,RmYN02,274,no,343,79.883,MT040333,data/GISAID/EPI_ISL_412977.fasta
ORF8,RmYN02,GX_PangolinP4L,274,no,343,79.883,data/GISAID/EPI_ISL_412977.fasta,MT040333
ORF8,GX_PangolinP4L,RShSTT182,305,no,352,86.648,MT040333,data/GISAID/EPI_ISL_852604.fasta
ORF8,RShSTT182,GX_PangolinP4L,305,no,352,86.648,data/GISAID/EPI_ISL_852604.fasta,MT040333
ORF8,GX_PangolinP4L,RShSTT200,305,no,352,86.648,MT040333,data/GISAID/EPI_ISL_852605.fasta
ORF8,RShSTT200,GX_PangolinP4L,305,no,352,86.648,data/GISAID/EPI_ISL_852605.fasta,MT040333
ORF8,GX_PangolinP4L,GD_Pangolin,302,no,352,85.795,MT040333,data/GISAID/EPI_ISL_410721.fasta
ORF8,GD_Pangolin,GX_PangolinP4L,302,no,352,85.795,data/GISAID/EPI_ISL_410721.fasta,MT040333
ORF8,BANAL-20-52,BANAL-20-52,353,no,353,100,MZ937000.1,MZ937000.1
ORF8,BANAL-20-52,BANAL-20-236,337,no,353,95.467,MZ937000.1,MZ937003.2
ORF8,BANAL-20-236,BANAL-20-52,337,no,353,95.467,MZ937003.2,MZ937000.1
ORF8,BANAL-20-52,BANAL-20-247,309,no,344,89.826,MZ937000.1,MZ937004.1
ORF8,BANAL-20-247,BANAL-20-52,309,no,344,89.826,MZ937004.1,MZ937000.1
ORF8,BANAL-20-52,BANAL-20-116,309,no,344,89.826,MZ937000.1,MZ937002.1
ORF8,BANAL-20-116,BANAL-20-52,309,no,344,89.826,MZ937002.1,MZ937000.1
ORF8,BANAL-20-52,BANAL-20-103,336,no,353,95.184,MZ937000.1,MZ937001.1
ORF8,BANAL-20-103,BANAL-20-52,336,no,353,95.184,MZ937001.1,MZ937000.1
ORF8,BANAL-20-52,RaTG15,200,no,342,58.48,MZ937000.1,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
ORF8,RaTG15,BANAL-20-52,200,no,342,58.48,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MZ937000.1
ORF8,BANAL-20-52,RmYN02,297,no,344,86.337,MZ937000.1,data/GISAID/EPI_ISL_412977.fasta
ORF8,RmYN02,BANAL-20-52,297,no,344,86.337,data/GISAID/EPI_ISL_412977.fasta,MZ937000.1
ORF8,BANAL-20-52,RShSTT182,340,no,353,96.317,MZ937000.1,data/GISAID/EPI_ISL_852604.fasta
ORF8,RShSTT182,BANAL-20-52,340,no,353,96.317,data/GISAID/EPI_ISL_852604.fasta,MZ937000.1
ORF8,BANAL-20-52,RShSTT200,340,no,353,96.317,MZ937000.1,data/GISAID/EPI_ISL_852605.fasta
ORF8,RShSTT200,BANAL-20-52,340,no,353,96.317,data/GISAID/EPI_ISL_852605.fasta,MZ937000.1
ORF8,BANAL-20-52,GD_Pangolin,322,no,353,91.218,MZ937000.1,data/GISAID/EPI_ISL_410721.fasta
ORF8,GD_Pangolin,BANAL-20-52,322,no,353,91.218,data/GISAID/EPI_ISL_410721.fasta,MZ937000.1
ORF8,BANAL-20-236,BANAL-20-236,353,no,353,100,MZ937003.2,MZ937003.2
ORF8,BANAL-20-236,BANAL-20-247,303,no,344,88.081,MZ937003.2,MZ937004.1
ORF8,BANAL-20-247,BANAL-20-236,303,no,344,88.081,MZ937004.1,MZ937003.2
ORF8,BANAL-20-236,BANAL-20-116,303,no,344,88.081,MZ937003.2,MZ937002.1
ORF8,BANAL-20-116,BANAL-20-236,303,no,344,88.081,MZ937002.1,MZ937003.2
ORF8,BANAL-20-236,BANAL-20-103,339,no,353,96.034,MZ937003.2,MZ937001.1
ORF8,BANAL-20-103,BANAL-20-236,339,no,353,96.034,MZ937001.1,MZ937003.2
ORF8,BANAL-20-236,RaTG15,198,no,342,57.895,MZ937003.2,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz
ORF8,RaTG15,BANAL-20-236,198,no,342,57.895,https://download.cncb.ac.cn/gwh/Viruses/Severe_acute_respiratory_syndrome-related_coronavirus_7896_GWHBAUM01000000/GWHBAUM01000000.genome.fasta.gz,MZ937003.2
ORF8,BANAL-20-236,RmYN02,304,no,344,88.372,MZ937003.2,data/GISAID/EPI_ISL_412977.fasta
ORF8,RmYN02,BANAL-20-236,304,no,344,88.372,data/GISAID/EPI_ISL_412977.fasta,MZ937003.2
ORF8,BANAL-20-236,RShSTT182,346,no,353,98.017,MZ937003.2,data/GISAID/EPI_ISL_852604.fasta
ORF8,RShSTT182,BANAL-20-236,346,no,353,98.017,data/GISAID/EPI_ISL_852604.fasta,MZ937003.2
ORF8,BANAL-20-236,RShSTT200,346,no,353,98.017,MZ937003.2,data/GISAID/EPI_ISL_852605.fasta
ORF8,RShSTT200,BANAL-20-236,346,no,353,98.017,data/GISAID/EPI_ISL_852605.fasta,MZ937003.2
ORF8,BANAL-20-236,GD_Pangolin,328,no,353,92.918,MZ937003.2,data/GISAID/EPI_ISL_410721.fasta
ORF8,GD_Pangolin,BANAL-20-236,328,no,353,92.918,data/GISAID/EPI_ISL_410721.fasta,MZ937003.2
ORF8,BANAL-20-247,BANAL-20-247,349,no,349,100,MZ937004.1,MZ937004.1
ORF8,BANAL-20-247,BANAL-20-116,349,no,349,100,MZ937004.1,MZ937002.1
